App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5768664,HDR,02/26/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5777587,HDR,03/28/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5770698,HDR,03/03/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5771160,HDR,03/06/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5784647,HDR,04/23/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5762511,HDR,01/30/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,"Fingerprints, copy of DMV lic, other. Email newdriverapp@tlc.nyc.gov",05/01/2017 06:00:28 PM
5778705,HDR,04/03/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5779913,HDR,04/05/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5763257,HDR,02/02/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5784146,HDR,04/20/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5785500,HDR,04/26/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5783609,HDR,04/19/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5784643,HDR,04/23/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5777046,HDR,03/27/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5761998,HDR,01/27/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5776746,HDR,03/25/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5763845,HDR,02/04/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5786646,HDR,05/01/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5781452,HDR,04/11/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5760218,HDR,01/21/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5780860,HDR,04/10/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5786144,HDR,04/28/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5767705,HDR,02/22/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5764351,HDR,02/07/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5770840,HDR,03/04/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,05/01/2017 06:00:28 PM
5767998,HDR,02/23/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5769339,HDR,02/28/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5763383,HDR,02/02/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5778291,HDR,03/31/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5780697,HDR,04/08/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5785161,HDR,04/25/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5781246,HDR,04/10/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5761451,HDR,01/26/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5780504,HDR,04/07/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5758808,HDR,01/16/2017,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,"Fingerprints, copy of DMV lic, other. Email newdriverapp@tlc.nyc.gov",05/01/2017 06:00:28 PM
5772082,HDR,03/08/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5764579,HDR,02/07/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5764541,HDR,02/07/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5772007,HDR,03/08/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5760380,HDR,01/22/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5776730,HDR,03/24/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5781677,HDR,04/12/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Complete,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5784671,HDR,04/23/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5772805,HDR,03/10/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5763197,HDR,02/01/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5782802,PDR,04/17/2017,Incomplete,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5778653,HDR,04/02/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license & other items. Email newdriverapp@tlc.nyc.gov,05/01/2017 06:00:28 PM
5766188,HDR,02/16/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5779553,HDR,04/04/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5780344,HDR,04/06/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5780878,HDR,04/10/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5769373,HDR,03/01/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5766727,HDR,02/17/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5781695,HDR,04/12/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5786063,HDR,04/27/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5775332,HDR,03/21/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5775626,HDR,03/22/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5781262,HDR,04/10/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5781315,HDR,04/11/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5763322,HDR,02/02/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5783637,HDR,04/19/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5777301,HDR,03/28/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5776927,HDR,03/26/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5775394,HDR,03/21/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5766975,HDR,02/19/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5783558,HDR,04/19/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5784550,HDR,04/22/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5755834,HDR,01/04/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,05/01/2017 06:00:28 PM
5786562,HDR,04/30/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5782799,HDR,04/17/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5781066,HDR,04/10/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5781313,HDR,04/11/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5772323,HDR,03/09/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5764761,HDR,02/08/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5780884,HDR,04/10/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5779210,HDR,04/04/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5782363,HDR,04/14/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,05/01/2017 06:00:28 PM
5759535,HDR,01/18/2017,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5771726,HDR,03/07/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5766097,HDR,02/15/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed,05/01/2017 06:00:28 PM
5781259,HDR,04/10/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5779892,HDR,04/05/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,05/01/2017 06:00:28 PM
5768866,HDR,02/27/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5745114,HDR,11/22/2016,Denied,04/10/2017,Complete,Complete,Needed,Complete,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5786282,HDR,04/28/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5764892,HDR,02/09/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5772829,HDR,03/10/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5772161,HDR,03/09/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5773693,HDR,03/14/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5786798,HDR,05/01/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5766457,HDR,02/16/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5783872,HDR,04/19/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5781180,HDR,04/10/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5786001,HDR,04/27/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5763699,HDR,02/03/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5783348,VDR,04/18/2017,Incomplete,Not Applicable,Not Applicable,Not Applicable,Needed,Not Applicable,Not Applicable,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5778446,HDR,03/31/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5773629,HDR,03/13/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5769831,HDR,03/01/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5764506,HDR,02/07/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5769859,HDR,03/01/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5766773,HDR,02/17/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license & other items. Email newdriverapp@tlc.nyc.gov,05/01/2017 06:00:28 PM
5784716,HDR,04/24/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5760975,HDR,01/24/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5772051,HDR,03/08/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5775305,HDR,03/21/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5775010,HDR,03/20/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license & other items. Email newdriverapp@tlc.nyc.gov,05/01/2017 06:00:28 PM
5779438,HDR,04/04/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5762930,HDR,02/01/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5769523,HDR,03/01/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5782011,HDR,04/13/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5773993,HDR,03/16/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5774382,HDR,03/16/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5774696,HDR,03/17/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5778596,HDR,04/01/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5775036,HDR,03/20/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5764600,HDR,02/08/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5764966,HDR,02/10/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5784992,HDR,04/24/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5759681,HDR,01/19/2017,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5767918,HDR,02/22/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5777258,HDR,03/28/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5782899,HDR,04/17/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5780140,HDR,04/06/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5786636,HDR,05/01/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5764721,HDR,02/08/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5782265,HDR,04/13/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5768611,HDR,02/25/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed,05/01/2017 06:00:28 PM
5776459,HDR,03/24/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5761742,HDR,01/26/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5779707,HDR,04/05/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5781107,HDR,04/10/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5760684,HDR,01/23/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5771492,HDR,03/07/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed,05/01/2017 06:00:28 PM
5764725,HDR,02/08/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5782540,HDR,04/14/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5754084,HDR,12/28/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5765925,HDR,02/15/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5781366,HDR,04/11/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5778883,HDR,04/03/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5777507,HDR,03/28/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license & other items. Email newdriverapp@tlc.nyc.gov,05/01/2017 06:00:28 PM
5776951,HDR,03/27/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5777265,HDR,03/28/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5786083,HDR,04/27/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5784204,HDR,04/20/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5777363,HDR,03/28/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5771597,HDR,03/07/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5778300,HDR,03/31/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5777566,HDR,03/28/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5770246,HDR,03/02/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5776409,HDR,03/23/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5775533,HDR,03/21/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5762064,HDR,01/28/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5783587,HDR,04/19/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5774986,HDR,03/20/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5773617,HDR,03/13/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,05/01/2017 06:00:28 PM
5780774,HDR,04/09/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5769103,HDR,02/28/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,05/01/2017 06:00:28 PM
5779176,HDR,04/03/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5780365,HDR,04/07/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5765785,HDR,02/14/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,05/01/2017 06:00:28 PM
5778530,HDR,04/01/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5781049,HDR,04/10/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5761691,HDR,01/26/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,05/01/2017 06:00:28 PM
5760457,HDR,01/23/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5767909,HDR,02/22/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,05/01/2017 06:00:28 PM
5762185,HDR,01/29/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5777485,HDR,03/28/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5777078,HDR,03/27/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5780589,HDR,04/07/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5771867,HDR,03/08/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5780636,HDR,04/07/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5784060,HDR,04/20/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5783540,HDR,04/19/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5782655,HDR,04/15/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5785975,HDR,04/27/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
